Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
1912943255631432,Renee Hoyos for Congress,HOYOS FOR CONGRESS,3375,97
64206021703,National Committee to Preserve Social Security and Medicare,NATIONAL COMMITTE TO PRESERVE SOCIAL SECURITY AND MEDICARE,3373,230
555637991181566,Aimee Winder Newton,Friends of Aimee Winder Newton,3373,40
110010433804232,Falkirk Center,Falkirk Center,3370,14
263386623815099,NCLD,National Center for Learning Disabilities,3367,60
1508257779494159,Deborah Ross,DEBORAH ROSS FOR CONGRESS,3366,38
94595460445,Personal PAC,PERSONAL PAC INC,3366,40
143059319050051,Texas Trucking Association,TEXAS MOTOR TRANSPORTATION ASSOCIATION,3363,11
110169403932782,Carter Smith for SC Senate,Carter Foist Smith,3360,79
101445944792751,Ben Rodefer for NM,Ben Rodefer for NM,3358,54
158020364262665,Dominion Energy,Dominion Energy,3356,48
104227857783529,Ryan Derks,Derks For Congress,3353,60
306591716448427,Cindy Axne,CINDY AXNE FOR CONGRESS,3351,82
1801742833410767,Rep. Lou Correa,Congressman Lou Correa,3349,14
109612110673801,Nakita Hemingway for Georgia State Representative HD104,"Nakita Hemingway For Georgia, Inc",3348,25
113843693493716,Moe Brown,MOE BROWN FOR CONGRESS,3339,11
102483947898713,Kansas Community Coalition,Kansas Community Coalition,3335,4
591968597559569,Donald Norcross for Congress,DONALD NORCROSS FOR CONGRESS,3335,40
456966364681704,Winning For Women,"Winning for Women, Inc.",3335,9
103857557673309,Clean Energy Solutions,David Gomez,3330,2
533826820093244,Resource Recovery Coalition of California,Resource Recovery Coalition of California,3329,31
107274064216231,MPower 360,MPower,3329,13
110027475686730,Citizens for Jake Wheatley,Citizens for Jake Wheatley,3327,56
41422867067,ANCOR American Network of Community Options and Resources,ANCOR,3325,23
61288747990,Real Warriors,Real Warriors Campaign,3324,31
99490682474,Americans for Prosperity - Colorado,AMERICANS FOR PROSPERITY,3320,30
918109708204135,Megan Ellyia Green,Megan Green for St. Louis,3316,41
182034571982073,Texans For Dade,Texans for Dade,3316,76
2839948369563928,Scott Costello for US Congress NW Indiana,Scott Leonard Costello,3313,93
1541703729424346,Alpha News,Alpha News,3310,6
316341622318073,Congressman Jim Hagedorn,Congressman Jim Hagedorn,3309,21
103104124449459,John Klar for Governor,JohnKlar4Governor,3307,32
1384649428416342,Workers Center for Racial Justice,Center for Racial and Gender Equity,3307,9
103840791299211,Ron L. Charlton,Ron Charlton Campaign,3304,36
102658424682069,Elect Beth Camp for Georgia House of Representative District 131,Elect Beth Camp for Georgia House of Representative District 131,3303,20
211154942748252,Education Reform Now DC,Education Reform Now,3302,4
240129046467184,Supervisor Joseph Saladino,Citizens for Saladino,3300,38
586402784803665,OLÉ NewMexico,"OLE EDUCATION FUND, THE",3298,124
107283397280171,Herndon for Sheriff,James Joseph Herndon,3297,28
107198847636317,Sam Works for Portland,Sam Works for Portland,3296,65
773787689497438,Chele Farley for Congress,CHELE FARLEY FOR CONGRESS INC.,3294,39
60182072999,Lila Rose,Live Action,3293,5
209571492403689,Curt Thompson for Gwinnett County Commission Chair,Friends and Neighbors of Curt Thompson,3293,42
202120489832275,Denver Regional Council of Governments,DENVER REGIONAL COUNCIL OF GOVERNMENTS,3292,2
103276597856432,The Trump Collective,Alexander Quinn Urbach,3290,8
19368616355,GALEO.org,GALEO LATINO COMMUNITY DEVELOP,3290,6
416769629074105,Colorado Climate and Clean Energy Network,Resource Media,3289,144
100994708182016,Neighbors for public schools,Neighbors for Public Schools,3289,208
2109637279297531,The Bad Seed,Adam Kidron,3288,36
110991348608,Michael Caldwell for Georgia,"Caldwell for Georgia, Inc.",3288,63
987698164585861,Citizen Ed,Citizen Education,3284,64
228454280592877,David Gallegos,Committee to Elect David Gallegos,3283,35
118916718118531,Feeding America West Michigan,FEEDING AMERICA WEST MICHIGAN,3282,18
892673067526965,Project War Path,Project War Path,3282,59
246536259126339,SEIU Healthcare Missouri Kansas,SEIU Healthcare Illinois & Indiana,3281,43
100287418232737,Manuel for Washington County,Manuel for Washington County,3279,37
117437204982602,American Wild Horse Campaign,American Wild Horse Campaign,3278,14
13867925345,Equality Florida,Equality Florida,3277,12
882253318548602,Tootie Smith for Oregon,Friends of Tootie Smith,3275,10
98912141410,American Forests,American Forests,3272,54
106665770746177,Yinka Faleti For Missouri,Faleti for Missouri,3271,19
243502949110951,Airport Workers United,SERVICE EMPLOYEES INTERNATIONAL UNION,3271,6
108182347571417,Steve Daines: China's Cheerleader,Montana Democratic Party,3270,18
102001754809699,Parfitt for State House 8,Vaughn Parfitt for State House,3268,38
1535639466707437,Zeke Cohen 2020,Friends of Zeke Cohen,3266,49
215975785799644,Austin Quinn-Davidson for Anchorage Assembly,Austin for Anchorage,3264,10
104485320965024,Hambrick 4 Rockdale Sheriff,Hambrick 4 Rockdale Sheriff,3263,24
549425778407737,Manatee County Supervisor Of Elections,Manatee County Supervisor of Elections,3263,14
11360325957,UCLA,University of California Los Angeles,3260,9
128163947282497,LP Building Solutions for Professionals,These ads ran without a disclaimer,3258,10
873550809444862,Mighty Earth,Mighty Earth,3257,17
1333129930100627,Eric Brakey for Congress,BRAKEY FOR CONGRESS,3256,68
103156467999536,Deon Tedder,Deon Tedder for State House,3251,55
1640382132865600,Kim and Park Law llc,Alfonso F Rodriguez,3251,9
100315238319350,Jack Furse,Jack Furse for State House,3251,22
372881306116484,Mike Dugan,Dugan for State Senate,3250,9
107899614044568,Illinois Rising Action,Illinois Rising Action,3247,62
139062085972,Illinois Family Institute,"ILLINOIS FAMILY INSTITUTE, THE INC",3243,28
63913975788,PA Budget and Policy Center,KEYSTONE RESEARCH CENTER INC,3243,97
131071596981970,EdVoice,EdVoice,3243,34
477871215985975,DC Business Daily,Franklin Archer,3240,8
90671958533,Lexus,These ads ran without a disclaimer,3238,78
106630624112608,Vote Mark Sheldon,Mark Sheldon for Panama City Beach Mayor,3237,42
100501598131634,Hotel and Motel Trafficking,X Social Media,3237,14
104967501061922,Vote Tegan Christine for Judge - Dept. 15,Tegan Christine Machnich,3233,31
1838429566261495,Your Retirement Shield,Andrew Steven Riis,3229,8
602236586546487,Sonoma Clean Power,Sonoma Clean Power,3228,15
403716816314673,Lee Saunders,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,3226,14
105221584511102,Today's Tech Section,VA'ANDRA LASHAY FROSH,3223,49
239866352781313,Tom Cole,COLE FOR CONGRESS,3222,25
111092092235258,Kids' Education Yes!,Kids Education Yes!,3216,28
350214962152736,Justice Watch With Attorney Zulu Ali,Zulu  Abdullah  Ali,3215,18
113224530111686,Andrew Bales for Indiana,FRIENDS OF ANDREW BALES FOR CONGRESS,3213,24
238983236163269,Marko Kepi,Marko Kepi for Assembly,3205,33
10150116961100705,"Self Help, Inc.","SELF HELP, INC.",3205,27
233833890695,San Francisco AIDS Foundation,San Francisco AIDS Foundation,3203,70
143013722380020,Allegheny County,Allegheny County,3200,6
449139219182575,Ben Bullock,BEN BULLOCK FOR CONGRESS INC.,3200,17
782093245218764,Qasim Rashid,RASHID FOR VA,3200,16
163965296965203,32BJ SEIU,32BJ UNITED ADF,3200,5
579312349182297,Congressman Mark Green,House of Representatives for the 7th District of Tennessee,3200,11
100836561417620,Matt Hahn for Congress,Matthew Abner Hahn,3200,11
104797487740345,"Paul P. Cheng, Arcadia City Council Member",Paul Poren Cheng,3200,5
111772843789224,HURD PAC,HAVING UNWAVERING RESOLVE AND DETERMINATION PAC,3200,4
68634638883,The Salvation Army Eastern Michigan Division,The Salvation Army Eastern Michigan Division,3195,7
1996971637047489,ProQuest Schools & Communities,PROQUEST LLC,3193,18
106469240890813,Military Support,These ads ran without a disclaimer,3188,88
1511412998966651,Altamar with Peter Schechter and Muni Jensen,Altamar LLC,3187,44
339432396135584,The Exodus Road,EXODUS ROAD INC,3185,40
2344363352475130,Elect Judge Kerrie Maloney Laytin,Friends of Judge Kerrie Maloney Laytin,3185,4
255535757792588,Rick Veenstra for Circuit Court Judge,Veenstra for Judge,3180,16
62316799226,Pennsylvania Medical Society,Pennsylvania Medical Society,3179,55
49906899425,Ramapo College of New Jersey,Ramapo College of New Jersey,3177,7
125319303823,Champlain College,Champlain College Incorporated,3173,59
104111464403046,Nevada Court Watchers PAC,Nevada Court Watchers PAC,3172,12
101975861355075,Benny 2020,Friends of Benny Boscio,3171,34
106016187682335,Free Forever PAC,Free Forever PAC,3170,6
204061816378061,CWA Political Action,"COMMUNICATIONS WORKERS OF AMERICA, AFL-CIO, CLC",3170,10
